,Ind_ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,Email_ID,Type_Occupation,Family_Members,Label
220,5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861.0,-5408,1,0,0,0,Laborers,2,0
221,5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344.0,-3309,1,0,0,0,Core staff,1,0
222,5028446,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18071.0,-2822,1,0,0,0,Laborers,1,0
223,5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12406.0,-265,1,0,0,1,Drivers,4,0
224,5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,-12692.0,-1056,1,0,1,0,Laborers,2,0
225,5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15653.0,-5500,1,0,0,1,Core staff,2,0
226,5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,-22062.0,365243,1,0,0,0,Laborers,2,0
227,5028580,M,N,N,0,540000.0,Commercial associate,Higher education,Married,House / apartment,-19996.0,-691,1,0,0,0,Managers,2,1
228,5028612,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-10681.0,-2152,1,0,1,0,Sales staff,1,0
229,5028615,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-10681.0,-2152,1,0,1,0,Sales staff,1,0
230,5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-9403.0,-1999,1,1,1,0,High skill tech staff,3,0
231,5028645,F,N,Y,0,191399.3262295082,Commercial associate,Higher education,Married,House / apartment,-11957.0,-2182,1,0,0,0,Managers,2,0
232,5028684,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9582.0,-3003,1,0,0,1,Laborers,2,0
233,5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817.0,-203,1,0,1,0,Laborers,3,0
234,5028726,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483.0,-4039,1,0,0,0,Managers,2,0
236,5028781,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15836.0,-3034,1,0,0,0,Laborers,2,0
237,5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15766.0,-1086,1,0,0,0,Laborers,4,0
238,5028858,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13867.0,-3095,1,0,0,0,Laborers,3,0
239,5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9963.0,-1876,1,0,0,0,Sales staff,2,0
241,5028917,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202.0,-1787,1,0,0,0,Sales staff,2,0
244,5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17420.0,-234,1,0,0,0,Laborers,2,0
245,5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063.0,-2213,1,1,1,1,Laborers,1,0
246,5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,-15373.0,-2333,1,0,0,0,Sales staff,3,0
247,5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12262.0,-356,1,0,0,0,Laborers,2,0
248,5029028,F,N,Y,0,90000.0,Working,Lower secondary,Single / not married,Rented apartment,-12026.0,-4770,1,0,0,0,Cleaning staff,2,1
249,5029082,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22017.0,365243,1,0,1,0,Laborers,1,0
250,5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-13230.0,-3643,1,0,0,1,High skill tech staff,3,0
251,5029152,F,N,Y,1,67500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-17947.0,-191,1,0,0,0,Laborers,3,0
252,5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,-15973.0,-4603,1,0,0,0,Laborers,3,0
253,5029191,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16040.342070773264,-2959,1,0,0,0,Sales staff,2,0
254,5029194,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19293.0,-2990,1,0,0,0,Laborers,2,0
255,5029225,F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21406.0,365243,1,0,1,0,Laborers,2,0
256,5029251,M,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14023.0,-4280,1,1,0,0,Laborers,2,0
257,5029256,M,Y,Y,2,225000.0,Working,Higher education,Married,House / apartment,-13456.0,-992,1,0,0,0,Drivers,4,0
258,5029311,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21876.0,365243,1,0,1,1,Laborers,2,1
259,5029348,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-10942.0,-412,1,0,0,0,Drivers,2,0
261,5029400,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19125.0,365243,1,0,0,0,Laborers,2,0
262,5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206.0,-2514,1,0,0,1,Core staff,3,0
263,5029529,M,Y,Y,0,112500.0,Pensioner,Lower secondary,Married,House / apartment,-21719.0,365243,1,0,1,0,Laborers,2,0
264,5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-12783.0,-1205,1,0,0,0,Core staff,2,0
265,5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14596.0,-1965,1,0,0,0,Laborers,3,0
266,5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23751.0,365243,1,0,0,0,Laborers,1,0
267,5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15161.0,-7140,1,0,0,0,Core staff,1,0
268,5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-9778.0,-2910,1,1,0,1,Core staff,3,0
269,5033418,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10756.0,-2180,1,0,1,0,Managers,2,0
270,5033439,M,Y,N,2,270000.0,Working,Higher education,Married,House / apartment,-11723.0,-3002,1,0,1,0,Laborers,4,0
271,5033447,F,Y,N,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-10828.0,-657,1,0,0,0,Core staff,2,0
272,5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19143.0,-5498,1,1,1,0,Core staff,2,0
273,5033453,F,N,N,0,135000.0,Working,Higher education,Single / not married,House / apartment,-10749.0,-2394,1,0,0,0,Laborers,1,1
274,5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,-9956.0,-444,1,0,0,0,Managers,3,0
275,5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17578.0,-1997,1,0,0,0,Laborers,2,0
276,5033514,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15952.0,-384,1,1,0,0,Sales staff,3,1
277,5033520,F,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-12559.0,-5862,1,0,1,0,Medicine staff,5,0
278,5033574,F,Y,Y,1,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,-14222.0,-141,1,1,1,0,Cooking staff,3,0
279,5033608,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18989.0,-171,1,0,0,0,Laborers,2,0
280,5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,-23599.0,-13382,1,0,0,0,Laborers,2,0
281,5033659,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19103.0,-3670,1,0,0,0,Laborers,2,0
282,5033714,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13782.0,-3032,1,1,1,0,Security staff,3,0
283,5033728,F,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13666.0,-2089,1,1,1,0,Core staff,3,0
284,5033729,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12019.0,-5436,1,1,1,0,Laborers,2,0
285,5033788,F,N,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-15738.0,-4766,1,1,1,0,Private service staff,2,0
286,5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,-17107.0,-2277,1,0,0,0,Core staff,2,0
287,5033814,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13153.0,-1182,1,0,0,0,Laborers,2,0
288,5033817,F,Y,N,1,292500.0,State servant,Higher education,Married,House / apartment,-16010.0,-2667,1,0,1,0,Core staff,3,0
289,5033831,M,Y,Y,0,135000.0,Working,Higher education,Civil marriage,House / apartment,-19322.0,-663,1,1,1,0,Laborers,2,0
290,5033881,M,Y,N,1,202500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10780.0,-3769,1,0,0,0,Laborers,3,0
291,5033884,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20063.0,-932,1,1,1,0,Core staff,2,0
292,5033895,F,N,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,-11296.0,-1670,1,0,0,0,Core staff,4,0
293,5033906,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18351.0,365243,1,0,0,0,Laborers,2,0
294,5033916,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13015.0,-3647,1,0,0,0,Laborers,2,1
295,5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15103.0,-3154,1,0,0,0,Sales staff,2,0
296,5035418,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21111.0,-4816,1,0,0,0,Core staff,2,0
297,5035431,M,Y,Y,0,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,-14138.0,-1072,1,0,0,0,Drivers,1,0
298,5035546,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24387.0,365243,1,0,0,0,Laborers,1,0
299,5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,-18110.0,-6764,1,0,0,0,Managers,2,0
300,5035682,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16505.0,-8377,1,0,0,0,Laborers,2,0
302,5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21973.0,365243,1,0,0,0,Laborers,1,0
303,5035859,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185.0,-2381,1,0,0,0,Accountants,1,0
304,5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17656.0,-1225,1,0,0,0,Cooking staff,2,0
305,5036093,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21694.0,-3202,1,1,0,0,Security staff,2,0
306,5036187,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661.0,365243,1,0,1,0,Laborers,3,0
307,5036219,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15590.0,-890,1,0,0,0,Sales staff,2,0
308,5036319,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17993.0,-555,1,0,0,0,Security staff,1,0
309,5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13686.0,-1256,1,0,0,0,Cooking staff,2,0
310,5036412,F,N,Y,0,83250.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20219.0,365243,1,0,1,0,Laborers,2,0
311,5036469,M,Y,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-20333.0,-1546,1,0,0,0,Drivers,2,1
312,5036474,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,-15716.0,-2673,1,0,0,0,Managers,4,0
313,5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11953.0,-5107,1,1,0,0,Laborers,3,0
314,5036590,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,-21055.0,-808,1,0,0,0,Drivers,2,1
315,5036648,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-11328.0,-3761,1,0,0,0,High skill tech staff,2,0
316,5036660,F,Y,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23835.0,365243,1,0,0,0,Laborers,2,1
317,5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12834.0,-1224,1,0,0,1,Laborers,3,0
318,5036795,M,Y,Y,0,215100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19175.0,-1285,1,0,1,0,Laborers,2,1
319,5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,-19207.0,-4327,1,0,0,0,Sales staff,2,0
320,5036870,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21821.0,365243,1,0,0,0,Laborers,2,0
321,5036881,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22471.0,365243,1,0,0,0,Laborers,2,0
322,5036926,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11907.0,-2988,1,1,1,1,Core staff,2,0
323,5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22362.0,365243,1,0,0,0,Laborers,1,0
324,5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-12048.0,-1923,1,1,1,0,Laborers,3,0
325,5036996,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21117.0,365243,1,0,1,0,Laborers,1,0
326,5037008,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20456.0,365243,1,0,1,0,Laborers,1,0
327,5037088,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21490.0,365243,1,0,0,0,Laborers,2,0
328,5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,-11664.0,-2227,1,0,1,0,Core staff,2,0
329,5037157,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22861.0,365243,1,0,1,0,Laborers,2,0
330,5037169,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24510.0,365243,1,0,0,0,Laborers,2,0
331,5037202,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,-9032.0,-420,1,0,0,0,Managers,3,0
332,5037212,M,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,-12678.0,-2368,1,0,0,0,High skill tech staff,2,0
333,5037247,M,Y,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-12170.0,-926,1,0,0,0,Laborers,4,0
334,5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8401.0,-450,1,0,0,1,Laborers,1,0
335,5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11892.0,-1322,1,0,0,0,Drivers,1,0
336,5038510,F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,-11855.0,-4583,1,0,0,0,Laborers,2,0
337,5038569,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19974.0,-230,1,0,1,0,Laborers,2,0
338,5038582,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327.0,365243,1,0,0,0,Laborers,2,0
339,5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,-12331.0,-3272,1,0,0,0,Core staff,3,0
340,5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24346.0,365243,1,0,0,0,Laborers,2,0
341,5038723,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15493.0,365243,1,0,0,0,Laborers,3,0
342,5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,-14192.0,-626,1,0,0,0,Drivers,4,0
343,5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366.0,-746,1,0,0,0,Laborers,2,0
344,5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007.0,-1569,1,1,1,0,Sales staff,2,0
345,5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22886.0,365243,1,0,1,0,Laborers,2,0
346,5038932,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548.0,-6317,1,0,1,0,Medicine staff,1,0
347,5041066,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461.0,-2134,1,0,0,0,Sales staff,1,0
348,5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18179.0,-188,1,0,0,0,Laborers,2,0
349,5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236.0,365243,1,0,0,0,Laborers,2,0
350,5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,-19298.0,-2469,1,0,0,0,Laborers,1,0
352,5041307,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23118.0,365243,1,0,1,0,Laborers,2,0
353,5041320,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973.0,-3289,1,0,0,0,Laborers,1,0
354,5041355,M,Y,Y,0,121500.0,Pensioner,Higher education,Married,House / apartment,-24261.0,365243,1,0,1,0,Laborers,2,0
355,5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-10315.0,-2985,1,0,0,0,Core staff,2,0
356,5041474,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006.0,-793,1,0,0,1,Sales staff,2,0
357,5041520,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,-855,1,1,1,0,Laborers,1,0
358,5041522,M,Y,Y,0,450000.0,Commercial associate,Higher education,Separated,House / apartment,-16169.0,-855,1,1,1,0,Laborers,1,1
359,5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19819.0,-1463,1,0,1,0,Laborers,1,0
360,5041540,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19295.0,365243,1,0,0,0,Laborers,3,0
361,5041675,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525.0,-1616,1,0,0,0,Managers,3,0
362,5041681,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16040.342070773264,365243,1,0,1,0,Laborers,2,0
363,5041739,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12585.0,-367,1,0,0,0,Sales staff,3,0
364,5041758,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-15145.0,-3654,1,0,1,0,Managers,2,0
365,5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-19433.0,-521,1,1,1,0,Core staff,2,0
366,5041881,M,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Rented apartment,-14778.0,-2530,1,0,0,0,Laborers,2,0
367,5041921,M,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16040.342070773264,365243,1,0,1,0,Laborers,2,0
